1,1,509.00,78.00,66.00,54.00,0.87,-1,-1,-1
1,2,599.00,85.00,60.00,54.00,0.82,-1,-1,-1
1,3,629.00,60.00,48.00,44.00,0.57,-1,-1,-1
1,4,584.00,46.00,40.00,32.00,0.55,-1,-1,-1
2,1,490.00,86.00,72.00,58.00,0.89,-1,-1,-1
2,2,587.00,94.00,64.00,58.00,0.85,-1,-1,-1
2,5,953.00,75.00,43.00,31.00,0.76,-1,-1,-1
2,3,624.00,62.00,48.00,48.00,0.67,-1,-1,-1
2,6,511.00,61.00,58.00,41.00,0.60,-1,-1,-1
2,4,583.00,46.00,42.00,32.00,0.51,-1,-1,-1
3,2,565.00,107.00,75.00,70.00,0.86,-1,-1,-1
3,1,457.00,99.00,82.00,67.00,0.85,-1,-1,-1
3,5,956.00,75.00,40.00,32.00,0.79,-1,-1,-1
3,7,477.00,66.00,73.00,46.00,0.77,-1,-1,-1
3,3,611.00,71.00,55.00,50.00,0.71,-1,-1,-1
3,4,580.00,47.00,43.00,33.00,0.54,-1,-1,-1
3,6,639.00,48.00,42.00,37.00,0.52,-1,-1,-1
4,1,402.00,119.00,101.00,82.00,0.87,-1,-1,-1
4,2,533.00,130.00,90.00,83.00,0.85,-1,-1,-1
4,3,593.00,82.00,64.00,59.00,0.79,-1,-1,-1
4,7,433.00,74.00,82.00,50.00,0.79,-1,-1,-1
4,5,956.00,74.00,40.00,32.00,0.70,-1,-1,-1
4,4,577.00,49.00,44.00,33.00,0.62,-1,-1,-1
4,6,634.00,49.00,45.00,39.00,0.61,-1,-1,-1
5,1,302.00,155.00,138.00,114.00,0.86,-1,-1,-1
5,3,568.00,99.00,74.00,72.00,0.85,-1,-1,-1
5,2,473.00,167.00,117.00,107.00,0.84,-1,-1,-1
5,7,370.00,87.00,99.00,60.00,0.82,-1,-1,-1
5,4,568.00,52.00,47.00,35.00,0.76,-1,-1,-1
5,6,625.00,54.00,48.00,42.00,0.75,-1,-1,-1
5,5,956.00,75.00,40.00,31.00,0.67,-1,-1,-1
5,8,620.00,33.00,33.00,31.00,0.60,-1,-1,-1
6,3,525.00,127.00,96.00,90.00,0.84,-1,-1,-1
6,7,284.00,99.00,125.00,68.00,0.82,-1,-1,-1
6,4,557.00,57.00,49.00,36.00,0.81,-1,-1,-1
6,6,610.00,63.00,52.00,45.00,0.79,-1,-1,-1
6,1,87.00,229.00,230.00,190.00,0.78,-1,-1,-1
6,2,354.00,233.00,173.00,173.00,0.74,-1,-1,-1
6,8,617.00,34.00,36.00,35.00,0.68,-1,-1,-1
