1,1,582.00,112.00,69.00,58.00,0.86,-1,-1,-1
1,2,931.00,68.00,40.00,31.00,0.85,-1,-1,-1
1,3,893.00,59.00,48.00,28.00,0.82,-1,-1,-1
1,4,521.00,90.00,57.00,48.00,0.81,-1,-1,-1
1,5,629.00,66.00,53.00,48.00,0.71,-1,-1,-1
1,6,531.00,43.00,64.00,64.00,0.66,-1,-1,-1
1,7,559.00,20.00,87.00,70.00,0.55,-1,-1,-1
2,1,582.00,112.00,69.00,58.00,0.86,-1,-1,-1
2,2,931.00,68.00,40.00,31.00,0.85,-1,-1,-1
2,3,893.00,59.00,48.00,28.00,0.82,-1,-1,-1
2,4,521.00,90.00,57.00,48.00,0.81,-1,-1,-1
2,5,629.00,66.00,53.00,48.00,0.71,-1,-1,-1
2,6,531.00,43.00,64.00,64.00,0.66,-1,-1,-1
2,7,559.00,20.00,87.00,70.00,0.55,-1,-1,-1
3,1,582.00,112.00,69.00,58.00,0.86,-1,-1,-1
3,2,931.00,68.00,40.00,31.00,0.85,-1,-1,-1
3,3,893.00,59.00,48.00,28.00,0.82,-1,-1,-1
3,4,521.00,90.00,57.00,48.00,0.81,-1,-1,-1
3,5,629.00,66.00,53.00,48.00,0.71,-1,-1,-1
3,6,531.00,43.00,64.00,64.00,0.66,-1,-1,-1
3,7,559.00,20.00,87.00,70.00,0.55,-1,-1,-1
4,1,582.00,112.00,69.00,58.00,0.86,-1,-1,-1
4,2,931.00,68.00,40.00,31.00,0.85,-1,-1,-1
4,3,893.00,59.00,48.00,28.00,0.82,-1,-1,-1
4,4,521.00,90.00,57.00,48.00,0.81,-1,-1,-1
4,5,629.00,66.00,53.00,48.00,0.71,-1,-1,-1
4,6,531.00,43.00,64.00,64.00,0.66,-1,-1,-1
4,7,559.00,20.00,87.00,70.00,0.55,-1,-1,-1
5,1,582.00,112.00,69.00,58.00,0.86,-1,-1,-1
5,2,931.00,68.00,40.00,31.00,0.85,-1,-1,-1
5,3,893.00,59.00,48.00,28.00,0.82,-1,-1,-1
5,4,521.00,90.00,57.00,48.00,0.81,-1,-1,-1
5,5,629.00,66.00,53.00,48.00,0.71,-1,-1,-1
5,6,531.00,43.00,64.00,64.00,0.66,-1,-1,-1
5,7,559.00,20.00,87.00,70.00,0.55,-1,-1,-1
6,4,66.00,298.00,216.00,175.00,0.93,-1,-1,-1
6,5,399.00,207.00,154.00,143.00,0.92,-1,-1,-1
6,7,425.00,44.00,156.00,118.00,0.90,-1,-1,-1
6,8,957.00,240.00,136.00,102.00,0.90,-1,-1,-1
6,6,313.00,99.00,148.00,146.00,0.88,-1,-1,-1
6,9,858.00,110.00,64.00,54.00,0.83,-1,-1,-1
6,2,932.00,69.00,45.00,30.00,0.82,-1,-1,-1
6,3,896.00,60.00,48.00,28.00,0.81,-1,-1,-1
7,4,66.00,298.00,216.00,175.00,0.93,-1,-1,-1
7,5,399.00,207.00,154.00,143.00,0.92,-1,-1,-1
7,7,425.00,44.00,156.00,118.00,0.90,-1,-1,-1
7,8,957.00,240.00,136.00,102.00,0.90,-1,-1,-1
7,6,313.00,99.00,148.00,146.00,0.88,-1,-1,-1
7,9,858.00,110.00,64.00,54.00,0.83,-1,-1,-1
7,2,932.00,69.00,45.00,30.00,0.82,-1,-1,-1
7,3,896.00,60.00,48.00,28.00,0.81,-1,-1,-1
8,5,154.00,343.00,288.00,275.00,0.93,-1,-1,-1
8,7,361.00,54.00,192.00,137.00,0.91,-1,-1,-1
8,8,904.00,162.00,88.00,67.00,0.89,-1,-1,-1
8,6,199.00,119.00,196.00,200.00,0.84,-1,-1,-1
8,2,931.00,70.00,42.00,28.00,0.82,-1,-1,-1
8,3,896.00,61.00,48.00,27.00,0.81,-1,-1,-1
8,9,839.00,82.00,50.00,44.00,0.70,-1,-1,-1
8,10,640.00,64.00,45.00,43.00,0.61,-1,-1,-1
9,6,3.00,178.00,276.00,271.00,0.94,-1,-1,-1
9,7,266.00,65.00,249.00,177.00,0.93,-1,-1,-1
9,8,868.00,117.00,65.00,50.00,0.84,-1,-1,-1
9,10,608.00,87.00,60.00,55.00,0.83,-1,-1,-1
9,2,931.00,68.00,45.00,31.00,0.81,-1,-1,-1
9,3,895.00,59.00,48.00,29.00,0.80,-1,-1,-1
9,11,528.00,76.00,57.00,41.00,0.73,-1,-1,-1
10,7,0.00,119.00,369.00,317.00,0.94,-1,-1,-1
10,10,454.00,187.00,130.00,127.00,0.91,-1,-1,-1
10,12,933.00,241.00,136.00,113.00,0.89,-1,-1,-1
10,11,444.00,108.00,78.00,56.00,0.84,-1,-1,-1
10,2,931.00,69.00,40.00,31.00,0.83,-1,-1,-1
10,3,895.00,60.00,48.00,28.00,0.78,-1,-1,-1
11,7,0.00,119.00,369.00,317.00,0.94,-1,-1,-1
11,10,454.00,187.00,130.00,127.00,0.91,-1,-1,-1
11,12,933.00,242.00,136.00,112.00,0.89,-1,-1,-1
11,11,444.00,108.00,78.00,56.00,0.84,-1,-1,-1
11,2,931.00,69.00,40.00,31.00,0.83,-1,-1,-1
11,3,895.00,60.00,48.00,28.00,0.78,-1,-1,-1
12,7,0.00,119.00,369.00,317.00,0.94,-1,-1,-1
12,10,454.00,187.00,130.00,127.00,0.91,-1,-1,-1
12,12,933.00,242.00,136.00,112.00,0.89,-1,-1,-1
12,11,444.00,108.00,78.00,56.00,0.84,-1,-1,-1
12,2,931.00,69.00,40.00,31.00,0.83,-1,-1,-1
12,3,895.00,60.00,48.00,28.00,0.78,-1,-1,-1
13,7,0.00,119.00,369.00,317.00,0.94,-1,-1,-1
13,10,454.00,187.00,130.00,127.00,0.91,-1,-1,-1
13,12,933.00,242.00,136.00,112.00,0.89,-1,-1,-1
13,11,444.00,108.00,78.00,56.00,0.84,-1,-1,-1
13,2,931.00,69.00,40.00,31.00,0.83,-1,-1,-1
13,3,895.00,60.00,48.00,28.00,0.78,-1,-1,-1
14,7,0.00,119.00,369.00,317.00,0.94,-1,-1,-1
14,10,454.00,187.00,130.00,127.00,0.91,-1,-1,-1
14,12,933.00,241.00,136.00,113.00,0.89,-1,-1,-1
14,11,444.00,108.00,78.00,56.00,0.84,-1,-1,-1
14,2,931.00,69.00,40.00,31.00,0.83,-1,-1,-1
14,3,895.00,60.00,48.00,28.00,0.78,-1,-1,-1
15,7,0.00,119.00,369.00,317.00,0.94,-1,-1,-1
15,10,454.00,187.00,130.00,127.00,0.91,-1,-1,-1
15,12,933.00,241.00,136.00,113.00,0.89,-1,-1,-1
15,11,444.00,108.00,78.00,56.00,0.84,-1,-1,-1
15,2,931.00,69.00,40.00,31.00,0.83,-1,-1,-1
15,3,895.00,60.00,48.00,28.00,0.78,-1,-1,-1
16,12,1011.00,445.00,269.00,228.00,0.95,-1,-1,-1
16,10,113.00,247.00,213.00,144.00,0.92,-1,-1,-1
16,13,430.00,196.00,135.00,115.00,0.90,-1,-1,-1
16,2,931.00,69.00,40.00,31.00,0.82,-1,-1,-1
16,11,820.00,75.00,48.00,43.00,0.66,-1,-1,-1
16,3,895.00,61.00,48.00,27.00,0.61,-1,-1,-1
17,12,1011.00,445.00,269.00,228.00,0.95,-1,-1,-1
17,10,113.00,247.00,213.00,144.00,0.92,-1,-1,-1
17,13,430.00,196.00,135.00,115.00,0.90,-1,-1,-1
17,2,931.00,69.00,40.00,31.00,0.82,-1,-1,-1
17,11,820.00,75.00,48.00,43.00,0.66,-1,-1,-1
17,3,895.00,61.00,48.00,27.00,0.61,-1,-1,-1
18,12,875.00,219.00,117.00,92.00,0.91,-1,-1,-1
