1,1,212.00,137.00,144.00,114.00,0.91,-1,-1,-1
1,2,55.00,416.00,342.00,304.00,0.88,-1,-1,-1
1,3,539.00,132.00,86.00,70.00,0.87,-1,-1,-1
1,4,438.00,122.00,86.00,61.00,0.86,-1,-1,-1
1,5,779.00,152.00,80.00,67.00,0.82,-1,-1,-1
1,6,959.00,99.00,53.00,40.00,0.77,-1,-1,-1
2,4,329.00,168.00,123.00,87.00,0.92,-1,-1,-1
2,1,33.00,178.00,203.00,148.00,0.92,-1,-1,-1
2,3,429.00,194.00,132.00,112.00,0.90,-1,-1,-1
2,7,530.00,76.00,59.00,42.00,0.80,-1,-1,-1
2,6,959.00,99.00,53.00,40.00,0.77,-1,-1,-1
2,5,773.00,107.00,59.00,49.00,0.73,-1,-1,-1
2,8,927.00,57.00,56.00,59.00,0.57,-1,-1,-1
3,9,1049.00,384.00,231.00,190.00,0.92,-1,-1,-1
3,4,54.00,275.00,234.00,165.00,0.91,-1,-1,-1
3,3,151.00,346.00,265.00,243.00,0.88,-1,-1,-1
3,7,492.00,94.00,69.00,49.00,0.83,-1,-1,-1
3,10,1.00,224.00,49.00,178.00,0.62,-1,-1,-1
3,8,928.00,58.00,55.00,59.00,0.58,-1,-1,-1
3,5,771.00,78.00,44.00,38.00,0.56,-1,-1,-1
4,7,335.00,157.00,124.00,85.00,0.91,-1,-1,-1
4,11,541.00,77.00,56.00,43.00,0.79,-1,-1,-1
4,5,869.00,108.00,61.00,50.00,0.79,-1,-1,-1
4,12,959.00,99.00,53.00,40.00,0.77,-1,-1,-1
4,8,929.00,59.00,54.00,57.00,0.63,-1,-1,-1
5,11,436.00,126.00,88.00,65.00,0.85,-1,-1,-1
5,5,893.00,151.00,76.00,65.00,0.83,-1,-1,-1
5,13,525.00,80.00,55.00,42.00,0.76,-1,-1,-1
5,12,959.00,98.00,53.00,41.00,0.74,-1,-1,-1
5,14,0.00,412.00,57.00,188.00,0.64,-1,-1,-1
5,8,928.00,58.00,55.00,57.00,0.52,-1,-1,-1
6,11,319.00,176.00,130.00,99.00,0.92,-1,-1,-1
6,13,479.00,101.00,69.00,50.00,0.85,-1,-1,-1
6,12,959.00,99.00,53.00,40.00,0.76,-1,-1,-1
6,5,853.00,93.00,48.00,42.00,0.74,-1,-1,-1
6,8,929.00,59.00,54.00,56.00,0.64,-1,-1,-1
7,11,39.00,292.00,242.00,189.00,0.92,-1,-1,-1
7,13,396.00,132.00,93.00,66.00,0.87,-1,-1,-1
7,12,959.00,98.00,53.00,41.00,0.77,-1,-1,-1
7,8,929.00,58.00,54.00,57.00,0.60,-1,-1,-1
7,15,1119.00,647.00,160.00,73.00,0.57,-1,-1,-1
8,16,65.00,250.00,231.00,186.00,0.93,-1,-1,-1
8,11,951.00,257.00,126.00,101.00,0.92,-1,-1,-1
8,17,481.00,91.00,78.00,58.00,0.84,-1,-1,-1
8,12,959.00,99.00,53.00,40.00,0.77,-1,-1,-1
8,8,928.00,59.00,55.00,57.00,0.62,-1,-1,-1
9,16,239.00,176.00,162.00,124.00,0.91,-1,-1,-1
9,12,959.00,99.00,53.00,39.00,0.76,-1,-1,-1
9,11,837.00,102.00,48.00,44.00,0.76,-1,-1,-1
9,18,586.00,45.00,44.00,37.00,0.55,-1,-1,-1
10,19,997.00,312.00,198.00,144.00,0.90,-1,-1,-1
10,18,503.00,79.00,69.00,55.00,0.87,-1,-1,-1
10,11,959.00,153.00,88.00,71.00,0.86,-1,-1,-1
10,12,959.00,99.00,53.00,41.00,0.74,-1,-1,-1
10,20,928.00,58.00,55.00,58.00,0.60,-1,-1,-1
11,18,276.00,166.00,150.00,102.00,0.88,-1,-1,-1
11,19,881.00,134.00,79.00,64.00,0.83,-1,-1,-1
11,12,959.00,99.00,53.00,40.00,0.75,-1,-1,-1
11,11,853.00,70.00,46.00,40.00,0.67,-1,-1,-1
11,20,928.00,58.00,55.00,58.00,0.59,-1,-1,-1
12,18,963.00,245.00,141.00,125.00,0.91,-1,-1,-1
12,12,959.00,99.00,53.00,40.00,0.75,-1,-1,-1
13,18,891.00,144.00,78.00,75.00,0.85,-1,-1,-1
13,21,1114.00,567.00,166.00,153.00,0.84,-1,-1,-1
13,12,959.00,99.00,53.00,40.00,0.72,-1,-1,-1
14,21,937.00,251.00,134.00,109.00,0.89,-1,-1,-1
14,18,856.00,97.00,56.00,53.00,0.82,-1,-1,-1
14,12,959.00,99.00,53.00,40.00,0.72,-1,-1,-1
14,22,922.00,58.00,61.00,58.00,0.62,-1,-1,-1
15,23,885.00,339.00,166.00,140.00,0.87,-1,-1,-1
15,21,874.00,148.00,79.00,66.00,0.81,-1,-1,-1
15,12,959.00,99.00,53.00,39.00,0.63,-1,-1,-1
15,22,921.00,59.00,62.00,57.00,0.58,-1,-1,-1
15,18,835.00,70.00,44.00,42.00,0.56,-1,-1,-1
16,24,1087.00,491.00,190.00,229.00,0.88,-1,-1,-1
16,23,803.00,173.00,80.00,73.00,0.88,-1,-1,-1
16,21,843.00,99.00,53.00,47.00,0.77,-1,-1,-1
16,12,959.00,99.00,53.00,40.00,0.73,-1,-1,-1
17,24,961.00,281.00,166.00,122.00,0.90,-1,-1,-1
17,21,851.00,92.00,50.00,44.00,0.79,-1,-1,-1
17,12,959.00,99.00,53.00,40.00,0.74,-1,-1,-1
17,25,635.00,68.00,49.00,44.00,0.65,-1,-1,-1
18,24,243.00,413.00,318.00,274.00,0.95,-1,-1,-1
18,26,887.00,161.00,87.00,68.00,0.85,-1,-1,-1
18,12,959.00,99.00,53.00,40.00,0.74,-1,-1,-1
18,25,625.00,76.00,54.00,46.00,0.73,-1,-1,-1
18,21,835.00,65.00,40.00,35.00,0.54,-1,-1,-1
19,24,98.00,274.00,210.00,143.00,0.92,-1,-1,-1
19,26,848.00,107.00,59.00,47.00,0.83,-1,-1,-1
19,25,619.00,81.00,56.00,48.00,0.79,-1,-1,-1
19,12,959.00,99.00,53.00,40.00,0.71,-1,-1,-1
19,27,928.00,58.00,53.00,57.00,0.54,-1,-1,-1
20,24,0.00,190.00,138.00,95.00,0.92,-1,-1,-1
20,25,615.00,84.00,58.00,50.00,0.82,-1,-1,-1
20,12,959.00,99.00,53.00,40.00,0.74,-1,-1,-1
20,27,928.00,59.00,53.00,57.00,0.56,-1,-1,-1
20,26,824.00,74.00,45.00,37.00,0.56,-1,-1,-1
21,24,977.00,290.00,148.00,117.00,0.90,-1,-1,-1
21,25,612.00,86.00,60.00,51.00,0.81,-1,-1,-1
21,12,959.00,99.00,53.00,40.00,0.76,-1,-1,-1
22,24,899.00,132.00,61.00,52.00,0.80,-1,-1,-1
22,25,611.00,86.00,60.00,51.00,0.80,-1,-1,-1
22,12,961.00,98.00,51.00,40.00,0.73,-1,-1,-1
23,28,899.00,419.00,192.00,190.00,0.91,-1,-1,-1
23,25,610.00,87.00,60.00,51.00,0.81,-1,-1,-1
23,29,525.00,82.00,56.00,44.00,0.80,-1,-1,-1
23,24,879.00,90.00,44.00,40.00,0.73,-1,-1,-1
23,12,963.00,98.00,49.00,42.00,0.71,-1,-1,-1
24,28,836.00,236.00,108.00,92.00,0.90,-1,-1,-1
24,29,518.00,85.00,57.00,44.00,0.81,-1,-1,-1
24,25,610.00,88.00,60.00,50.00,0.80,-1,-1,-1
